Name,Team,W,L,ERA,G,GS,QS,CG,ShO,SV,HLD,BS,IP,TBF,H,R,ER,HR,BB,IBB,HBP,WP,BK,SO,NameASCII,PlayerId,MLBAMID,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,ERA-,FIP-,xFIP-,FIP,E-F,xFIP,SIERA,O-Swing%,Z-Swing%,Swing%,O-Contact%,Z-Contact%,Contact%,Zone%,Pace,GB/FB,LD%,GB%,FB%,IFFB%,HR/FB,RS,RS/9,Balls,Strikes,Pitches,Pull%,Cent%,Oppo%,Soft%,Med%,Hard%,WPA,-WPA,+WPA,RE24,REW,pLI,inLI,gmLI,exLI,Pulls,WPA/LI,Clutch,SD,MD,RA9-WAR,BIP-Wins,LOB-Wins,FDP-Wins,RAR,WAR,Dollars,K/9+,BB/9+,K/BB+,HR/9+,K%+,BB%+,AVG+,WHIP+,BABIP+,LOB%+,LD%+,GB%+,FB%+,Events,EV,EV90,maxEV,LA,Barrels,Barrel%,HardHit,HardHit%,xERA,FA%,FT%,FC%,FS%,FO%,SI%,SL%,CU%,KC%,EP%,CH%,SC%,KN%,UN%,vFA,vFT,vFC,vFS,vFO,vSI,vSL,vCU,vKC,vEP,vCH,vSC,vKN,FA-X,FT-X,FC-X,FS-X,FO-X,SI-X,SL-X,CU-X,KC-X,EP-X,CH-X,SC-X,KN-X,FA-Z,FT-Z,FC-Z,FS-Z,FO-Z,SI-Z,SL-Z,CU-Z,KC-Z,EP-Z,CH-Z,SC-Z,KN-Z,wFA,wFT,wFC,wFS,wFO,wSI,wSL,wCU,wKC,wEP,wCH,wSC,wKN,wFA/C,wFT/C,wFC/C,wFS/C,wFO/C,wSI/C,wSL/C,wCU/C,wKC/C,wEP/C,wCH/C,wSC/C,wKN/C
Chris Sale,BOS,17,8,2.8973562118353766,32,32,23,1,0,0,0,0,214.1,851,165,73,69,24,43,0,8,3,0,308,Chris Sale,10603,519242,12.933126278917332,1.8055987986800173,7.1627907,1.0077760736818702,0.36192714,0.05052879,0.31139836,0.20625,0.970451033915875,0.3012820512820512,0.78399123,63.333553867809584,56.30899848247236,60.1458736146402,2.453129568630708,0.4442266432046686,2.6490041619038047,2.5767450620489223,0.34835802,0.62566845,0.49985393,0.53049908,0.78034188,0.70134424,0.54630441,19.72624169,0.944723618,0.203703703,0.386831275,0.40946502,0.105527638,0.120603015,119,4.996889698672606,1085,2343,3428,0.38414634,0.35162602,0.26422764,0.18495935,0.51829268,0.29674797,3.731312036514282,-12.360535621643066,16.091848373413086,38.99160003662109,3.82637619972229,0.9689306020736694,0.975461721420288,0.8640249967575073,1.1577870845794678,31,4.085147857666016,-0.23418884313116,0,0,7.187356948852539,-0.1872699707746505,-0.2464646846055984,-0.433734655380249,68.91178894042969,7.621091842651367,60.96873474121094,155.8386113677876,56.2050163043679,277.2681487218977,77.01419035801375,167.73743275231513,60.49646360566576,81.98093256102635,72.83657335968498,101.9834909511719,108.043547781256,100.72778038683852,89.37268114703595,112.20104815614012,492,86.78292181069959,103.9,112.7,14.944444444444445,30,0.06097561,151,0.30691057,2.6838054507775158,0.36868244,,,,,0.11393514,0.32924335,,,,0.18813906,,,,94.75063143819334,,,,,93.61743790064102,79.75900482475599,,,,86.79441236413044,,,9.382992026545166,,,,,11.358847906650642,-6.289222805290595,,,,11.386188767711568,,,7.585048379308637,,,,,3.3690476637620197,-1.5729759507403505,,,,3.501351492745536,,,27.47161865234375,,,,,4.407792091369629,7.894954204559326,,,,5.59373140335083,,,2.176831905890947,,,,,1.1302031003511868,0.7005283233859206,,,,0.8685918328184519,,
Ervin Santana,MIN,16,8,3.2791796528823007,33,33,20,5,3,0,0,0,211.1,864,177,85,77,31,61,2,8,12,1,167,Ervin Santana,3200,429722,7.111987039368107,2.597791673062602,2.73770492,1.3201892109006663,0.19328704,0.07060185,0.12268519,0.2226415094339622,1.1261829110908912,0.2445561139028475,0.7946693,74.24494090000303,100.96268057857588,108.62484364704471,4.463633322201624,-1.1844536693193235,4.7703812094682725,4.597177634301151,0.28892944,0.6836799,0.48282266,0.60210526,0.86912442,0.78782051,0.4911792,21.31268948,0.969581749,0.163166397,0.411954765,0.424878836,0.121673003,0.117870722,121,5.152996597386473,1185,2050,3235,0.46411483,0.32376396,0.21212121,0.22328549,0.49760766,0.27910686,2.752491950988769,-13.035160064697266,15.787652015686035,28.219799041748047,2.7542967796325684,0.9682258367538452,0.914348006248474,0.8792060613632202,1.1398214101791382,28,2.0605363845825195,0.7822837989988276,0,0,5.266170024871826,2.56974458694458,-0.0185619369149208,2.551182746887207,27.349218368530277,2.71498703956604,21.71989631652832,85.69638619299165,80.86454391007265,105.97522759929596,100.88878457437522,89.58010447174901,84.5292830887781,88.49628397668255,84.52492846455758,82.7818521652194,109.51511612678874,80.68281902331302,95.17715923912078,116.4247210630123,628,85.97463160569106,103.4,110.9,16.03739837398374,37,0.0589172,189,0.30095541,3.854820326065308,0.32992881,,,,,0.19900959,0.36923553,,,,0.10182606,,,,93.1584413109756,,,,,92.28507119945569,84.46730930427493,,,,85.8000035619301,,,-3.153685378312617,,,,,-6.658970098658632,2.453924954487112,,,,-6.5522824551196805,,,11.564743528670263,,,,,9.089524810458787,5.033081975586756,,,,9.599153744775837,,,10.733331680297852,,,,,-9.27701187133789,21.906736373901367,,,,-2.3430871963500977,,,1.006879144493232,,,,,-1.4427701199592364,1.8362729567394271,,,,-0.7121845581611239,,
Jeff Samardzija,SFG,9,15,4.420545962928341,32,32,20,1,1,0,0,0,207.2,847,204,107,102,30,32,1,6,2,0,205,Jeff Samardzija,3254,502188,8.884430611767746,1.3868379491539895,6.40625,1.3001605773318652,0.2420307,0.0377804,0.2042503,0.2521631644004944,1.1364366527789636,0.3031358885017421,0.675,106.50358304182284,88.5568294351275,83.32365497285036,3.610288191507184,0.8102577714211572,3.599596890063968,3.632062774376187,0.27929155,0.65886288,0.48804414,0.66341463,0.84263959,0.79648241,0.54996934,22.20423412,1.137614678,0.220735785,0.414715719,0.364548494,0.087155963,0.137614678,89,3.857143046084533,1080,2193,3273,0.37913907,0.36423841,0.25662252,0.20695364,0.49172185,0.3013245,-0.0531699061393737,-14.171093940734863,14.117927551269531,-1.3120001554489136,-0.0226927250623703,0.8794279098510742,0.8631709218025208,0.8683750033378601,1.0252257585525513,31,0.9311559200286864,-0.9916155728822988,0,0,2.141284704208374,-0.1287599503993988,-1.500480055809021,-1.6292399168014526,36.78844833374024,3.770524501800537,30.164196014404297,105.9064764165982,41.10099497225632,257.6737500889448,105.54693544574256,111.48684726661786,43.26666583459525,100.11770755620368,84.09853612362156,101.37922028745332,92.87817321830325,108.12726147070872,92.09886157017488,105.49454173454716,604,87.36906223871237,103.9,118.4,12.40133779264214,38,0.06291391,205,0.33940397,3.851565997401877,0.18669528,,0.08706315,0.08307787,,0.30901288,0.18792152,,0.14622931,,,,,,94.26666410098522,,91.61971830985917,86.66088416743543,,94.33382936507935,87.83507086052202,,80.74192544549267,,,,,-5.638611340953407,,-2.198237244511994,-6.886965142844788,,-9.97390601748512,-1.2224632873037315,,1.8532955401598528,,,,,9.40829613095238,,7.753034564810739,5.872171662390452,,6.506512354290675,5.450774001452896,,-3.014279667436452,,,,,9.960177421569824,,-4.544435977935791,2.964512825012207,,-3.883659839630127,1.8795585632324217,,1.87472403049469,,,,,1.6354971135582634,,-1.600153513357673,1.0939161715912205,,-0.3852837142490205,0.3066164050950117,,0.3930239057640859,,,,
Justin Verlander,- - -,15,8,3.3640776699029127,33,33,23,0,0,0,0,0,206.0,849,170,80,77,27,72,4,4,5,0,219,Justin Verlander,8700,434378,9.567961165048544,3.145631067961165,3.04166667,1.1796116504854368,0.25795053,0.08480565,0.17314488,0.2199223803363518,1.174757281553398,0.2713472485768501,0.79731028,76.20442102766273,86.5749668746625,94.84614099047,3.842105713631343,-0.4780280437284303,4.167442996438267,4.049665665386521,0.28993369,0.66987179,0.49136222,0.6008316,0.85326954,0.7832853,0.53016143,25.07604563,0.782978723,0.238181818,0.334545454,0.427272727,0.09787234,0.114893617,123,5.37378640776699,1218,2313,3531,0.37364621,0.38086643,0.24548736,0.17509025,0.4801444,0.34476534,3.2130221128463745,-12.532822370529177,15.74584436416626,31.26870059967041,3.0447440147399902,0.9764535117726838,0.9636562093396052,0.8773272904482755,1.2796545137058606,33,2.1829532980918884,1.1075485784525003,0,0,5.836793899536133,1.2052369713783264,0.4846472293138504,1.6898842453956604,40.174076080322266,4.146909713745117,33.17527770996094,115.2898185191852,97.91779081351476,117.7414392247153,90.14585538542391,119.54881052672532,101.53503005336285,87.41547554431442,88.17064635649153,91.85060826592688,108.81999980832984,117.7765816516552,77.29267549319628,117.0806918514808,554,87.60983482041212,104.4,113.6,16.437158469945356,40,0.07220217,199,0.35920578,4.253888149468034,0.57660719,,0.00396488,,,0.00339847,0.21467007,0.16001133,,,0.04134806,,,,95.27195634823184,,92.12142508370536,,,95.6416727701823,88.1912954526715,80.44123599972345,,,87.60136936135488,,,-8.387302720944867,,-1.3155602727617537,,,-13.039642333984377,-0.1781297396858638,4.1635949599004425,,,-9.881730275611355,,,10.115573845584173,,6.999286242893764,,,7.413116455078125,3.917865139198807,-5.188466245938192,,,4.588635379320954,,,34.49075412750244,,1.2403780817985537,,,0.2337929159402847,-1.0308380126953125,-1.3150014877319336,,,-3.529025435447693,,,1.6940448982073892,,8.859843441418239,,,1.9482742995023727,-0.1359944607777457,-0.2327436261472448,,,-2.417140709210748,,
Carlos Martinez,STL,12,11,3.643902710251429,32,32,20,2,2,0,0,0,205.0,858,179,93,83,27,71,3,8,9,0,217,Carlos Martinez,11682,593372,9.526829977404336,3.1170734027451976,3.05633803,1.1853659418890188,0.25291375,0.08275058,0.17016317,0.2297817715019255,1.2195122858940524,0.2841121495327103,0.7493188,87.0373300761386,92.5023034192773,83.98692176237066,3.908859262324604,-0.2649565520731749,3.6283862625712655,3.850823358515497,0.24981845,0.63411832,0.46440026,0.54069767,0.8442029,0.77209945,0.55837075,18.71009337,1.715151515,0.188405797,0.512681159,0.298913043,0.084848484,0.163636363,116,5.092683305893563,1084,2048,3132,0.37967914,0.37076649,0.24955437,0.1942959,0.48484848,0.32085561,1.4347258806228638,-14.9815673828125,16.41629409790039,14.228500366210938,1.4485127925872805,1.040967583656311,0.9639415144920348,0.8774999976158142,1.1829400062561035,30,1.5131235122680664,-0.1348616882221054,0,0,3.4950501918792725,0.7555699348449707,-0.4529813826084137,0.3025885224342346,31.54024887084961,3.1924617290496826,25.53969383239746,113.56417067296567,92.37908317445304,122.93277365294988,96.2279157893644,116.49992049294138,94.76717250863146,91.2315018558321,90.24629553936867,95.01701806466568,103.10423910371748,92.29044069504305,113.8547417643888,86.50068511807922,562,86.95481227313975,103.5,113.7,8.058076225045372,27,0.0480427,186,0.33096085,3.4163847393039832,0.28159076,,,,,0.27421424,0.25914047,0.01603592,,,0.1690186,,,,96.33120373006834,,,,,94.93321454678365,85.30383663366337,79.97,,,87.79297616223909,,,-5.997533567945615,,,,,-10.20725740131579,4.427291719040068,4.76209716796875,,,-9.754036890713946,,,7.593458032282175,,,,,3.272624269005848,2.122928279461247,1.289699859619141,,,1.136937874318074,,,1.76783549785614,,,,,2.442513227462769,15.378597259521484,-0.1104908064007759,,,-3.234520435333252,,,0.2013480065895376,,,,,0.2856740616915518,1.903291740039788,-0.2209816128015518,,,-0.6137609934218694,,
Corey Kluber,CLE,18,4,2.2536826002895824,29,29,22,5,3,0,0,0,203.2,777,141,56,51,21,36,2,5,4,0,265,Corey Kluber,2429,446372,11.7103115505243,1.5908347766749993,7.36111111,0.9279869530604162,0.34105534,0.04633205,0.2947233,0.1915760869565217,0.8690671465168978,0.2666666666666666,0.82568807,49.43390574283145,56.58196148406828,57.23815728342764,2.4997018544779106,-0.2460192541883281,2.521766254791925,2.6819544199347165,0.33284884,0.62772786,0.48943422,0.40829694,0.80879346,0.6810585,0.53101568,22.41565704,1.333333333,0.220556745,0.445396145,0.334047109,0.115384615,0.134615384,118,5.214402879101387,940,2005,2945,0.38853503,0.36093418,0.25053079,0.24416136,0.4670913,0.28874735,4.721086025238037,-9.7460355758667,14.467122077941896,53.45539855957031,5.193549633026123,0.911704421043396,0.9306775331497192,0.8625862002372742,1.1417917013168335,24,5.3100905418396,-0.131782840057248,0,0,8.47903823852539,1.1920326948165894,0.0748656839132309,1.2668983936309814,64.93423461914062,7.21213960647583,57.69711685180664,141.10421961105598,49.51980175548359,284.9450356183096,70.91671028827062,158.0642631374601,55.47184070876966,76.14829704285057,65.22727140219355,90.26623879933511,113.78988129136144,109.06130348153732,102.9033850771347,91.53513470657,471,85.3183172817888,103.3,111.6,10.532327586206897,25,0.05307856,137,0.29087049,2.602944116620162,0.14417178,,0.22835719,,,0.28527607,,0.28084526,,,0.06134969,,,,92.68297502955085,,88.99671758395522,,,92.5358422939068,,84.43264563106796,,,85.75666775173612,,,-4.03510747959146,,1.0723168216534515,,,-8.796025028935185,,6.918996273892597,,,-7.750562879774305,,,8.93238805315455,,3.837525507229478,,,5.869873338560335,,2.2993652936324334,,,3.6931396484375,,,4.616556167602539,,7.952828884124756,,,-6.950730323791504,,39.842018127441406,,,8.389498710632324,,,1.09138443678547,,1.186989385690262,,,-0.8304337304410399,,4.835196374689491,,,4.660832617017958,,
Rick Porcello,BOS,11,17,4.647541448628555,33,33,19,2,0,0,0,0,203.1,885,236,125,105,38,48,1,6,5,0,181,Rick Porcello,2717,519144,8.011476211445414,2.124590376515911,3.77083333,1.6819673814084295,0.20451977,0.05423729,0.15028249,0.2839951865222623,1.3967214512280526,0.3235294117647059,0.69679054,101.5910006119464,106.01589361668712,100.87083943731396,4.603541478231641,0.0439999703969142,4.43107601081727,4.277166723105987,0.28181818,0.67177243,0.49346793,0.69124424,0.85260586,0.81046931,0.54275534,22.10243902,0.980620155,0.208978328,0.391640866,0.399380804,0.104651162,0.147286821,104,4.603279149117807,1109,2274,3383,0.41692308,0.32769231,0.25538462,0.17076923,0.44615385,0.38307692,-0.971127986907959,-14.505311965942385,13.534183502197266,-12.173199653625488,-1.1433331966400146,0.8494253158569336,0.7972490787506104,0.871515154838562,0.8321032524108887,31,-1.1295210123062134,-0.0137554697800863,0,0,1.1244492530822754,-1.247384786605835,0.3518935143947601,-0.8954912424087524,20.625675201416016,2.0199403762817383,16.159523010253906,96.53484400232983,66.13464565853526,145.96712672584928,128.53585183314223,94.78598775073829,64.93652795759687,112.8833465887888,104.83002324693958,109.51418677860514,96.02623003074872,103.33598662363394,90.48387889827944,109.43778499624206,650,88.2150867515552,104.1,114.3,14.393468118195957,52,0.08,232,0.35692308,4.944322666212293,0.3334323,,,,,0.25861045,0.1692399,0.15528504,,,0.0834323,,,,92.14247551202138,,,,,89.74190944316877,85.57210800438597,74.67858209847036,,,80.30427046263345,,,-5.905557797195013,,,,,-9.58086632642078,0.9937716300027412,7.1663386561902485,,,-8.663383945451512,,,9.65225939865316,,,,,6.576201026119403,3.1756022135416666,-6.15019596603131,,,5.118652778163924,,,-6.483717918395996,,,,,-6.047430038452148,3.925600528717041,-3.532826662063598,,,-5.70881986618042,,,-0.5773568938910059,,,,,-0.6943088448280308,0.6887018471433405,-0.6754926696106307,,,-2.0316084933026404,,
Gerrit Cole,PIT,12,12,4.25615763546798,33,33,20,0,0,0,0,0,203.0,849,199,98,96,31,55,1,4,7,0,196,Gerrit Cole,13125,543037,8.689655172413794,2.438423645320197,3.56363636,1.374384236453202,0.23085984,0.0647821,0.16607774,0.2518987341772152,1.251231527093596,0.2984014209591474,0.74557316,99.90033793594306,94.63884506086896,88.10727576157346,4.083748068598104,0.1724095668698764,3.807231951846278,3.974743182093624,0.24272487,0.65136054,0.46275946,0.61852861,0.85552654,0.79815303,0.53846154,21.06639004,1.358974358,0.20552677,0.457685664,0.336787564,0.117948717,0.158974358,101,4.477832512315271,1153,2145,3298,0.4040404,0.31481481,0.28114478,0.23905724,0.44781145,0.31313131,0.6342699527740479,-14.961819648742676,15.59609031677246,8.90149974822998,0.8851197957992554,0.9840049147605896,0.9371464848518372,0.8806727528572083,0.8626787662506104,33,0.2016697078943252,0.4429103579769585,0,0,3.220458507537842,0.101015530526638,-0.2662512362003326,-0.165235698223114,33.299739837646484,3.3856942653656006,27.085554122924805,103.58466409390988,72.26629329524361,143.33745102166444,111.57240637172872,106.34120212851678,74.18940046974804,100.01271939178946,92.59358145742728,99.79584911250994,102.58884890151045,100.67713669090952,101.64150207045704,97.46096969495224,594,86.32904211956522,104.0,111.7,11.121739130434785,45,0.07575758,203,0.34175084,4.3387783024850615,0.47100122,,,,,0.13095238,0.17368742,,0.12118437,,0.1031746,,,,95.87899991898898,,,,,95.62703962703962,88.08611599297012,,80.3994952377204,,88.54112541605029,,,-8.380296728167531,,,,,-10.731562545527389,0.6192289597120771,,5.770818369214421,,-10.079918494591348,,,9.27117298890149,,,,,5.987533462631119,2.1849365234375,,-3.768767772453558,,5.146012345714682,,,1.0218428373336792,,,,,1.814164400100708,-1.5972000360488892,,-1.5911881923675537,,4.713520050048828,,,0.0662244223806661,,,,,0.4228821445456196,-0.2807029940331966,,-0.4008030711253283,,1.3945325591860438,,
Zack Greinke,ARI,17,7,3.2026357533168257,32,32,19,1,0,0,0,0,202.1,801,172,80,72,25,45,0,0,12,0,215,Zack Greinke,1943,425844,9.563426207821076,2.001647345823016,4.77777778,1.1120263032350088,0.26841448,0.05617978,0.21223471,0.2275132275132275,1.0724875902310975,0.2848837209302325,0.75274725,70.17889612931852,75.61190551463248,77.42707603643831,3.305909867978535,-0.1032741146617093,3.343653414223985,3.481877447421672,0.31334509,0.62861073,0.45863708,0.53658537,0.83916849,0.72771251,0.46085578,24.35763589,1.331550802,0.180451127,0.468045112,0.351503759,0.096256684,0.133689839,126,5.604612568304445,1123,2040,3163,0.41404806,0.36598891,0.21996303,0.1922366,0.45656192,0.35120148,3.114069938659668,-12.416576385498049,15.530646324157717,31.93939971923828,3.0232880115509038,0.9694746732711792,0.9476625323295592,0.8691624999046326,0.9995613098144532,31,3.581674814224243,-0.3695538331239896,0,0,5.344470024108887,0.6633498668670654,-0.1765972226858139,0.4867526590824127,46.17822647094727,4.857717514038086,38.86174011230469,114.00041447776655,59.32178128460419,192.17294312448183,90.27420957677164,123.64003716039184,64.33789709081566,90.33080954346036,79.36618035737413,95.27505846715158,103.57598468275224,88.39385146279325,103.9420981742074,101.71960269756516,541,87.3875029592803,103.8,114.8,10.119318181818182,40,0.07393715,172,0.31792976,3.5015050835615886,0.38922345,,,,,0.09001585,0.22503962,0.12868463,,0.0066561,0.16038035,,,,90.76555501832247,,,,,90.6855606294014,83.95211267605634,74.25787984913794,,65.57618931361607,87.09308609189723,,,-1.5573335827756003,,,,,-7.080216528664173,2.9418852470290493,6.243840560537254,,6.862592424665179,-7.571978060153162,,,10.307594920602606,,,,,8.57359550368618,2.235075958681778,-6.279726827085899,,-6.239507765997024,3.9605365496850298,,,3.679600477218628,,,,,-3.472257137298584,8.679183959960938,7.190238952636719,,-0.1111927181482315,13.553173065185549,,,0.2996417326725267,,,,,-1.222625752569924,1.2224202760508365,1.770994815920374,,-0.5294891340391976,2.6784927006295547,,
Jacob deGrom,NYM,15,10,3.5314567752127357,31,31,21,1,0,0,0,0,201.1,827,180,87,79,28,59,5,2,7,0,239,Jacob deGrom,10954,594798,10.683774294630933,2.63741708528546,4.05084746,1.2516555658981845,0.28899637,0.0713422,0.21765417,0.2349869451697128,1.1870860327367705,0.3046092184368738,0.76313181,86.38911823354346,82.60532171748721,74.80222440821407,3.5003549086859898,0.0311018665267455,3.229720631073501,3.4445258999878146,0.28282123,0.66724537,0.49303797,0.58765432,0.78317433,0.73234917,0.54683544,22.1455095,1.344827586,0.210831721,0.452611218,0.336557059,0.097701149,0.16091954,129,5.7665560000309215,1036,2132,3168,0.35104364,0.33776091,0.31119545,0.21252372,0.4686907,0.31878558,1.7842121124267578,-11.569069862365724,13.35328197479248,13.692500114440918,1.4872523546218872,0.8804259300231934,0.8556645512580872,0.8799741864204407,0.7239000201225281,30,1.6098814010620115,0.4166514980539375,0,0,3.594768524169922,-0.1821302622556686,-0.3676512539386749,-0.5497815012931824,39.97620391845703,4.144550323486328,33.156402587890625,127.35547609273938,78.16375837435655,162.93417448327108,101.60930235653458,133.12069468151543,81.70212717712712,93.29814016238151,87.84668935293237,101.8719532356636,105.00487217216563,103.27576302540392,100.51458385084808,97.3942652105208,527,86.31663291827853,103.6,113.6,10.783365570599614,31,0.05882353,152,0.28842505,3.17014604273911,0.39556962,,,,,0.15791139,0.22183544,0.10031646,,,0.12436709,,,,95.24808125,,,,,94.7004008016032,89.31554810092724,81.54794706230284,,,87.6793893129771,,,-4.611853125,,,,,-9.465675491608216,0.906756565676266,2.6926937644790025,,,-9.020480478689567,,,9.95408671875,,,,,7.059395646762274,3.270694836060093,-1.8568673600157728,,,4.598061908595738,,,15.207671165466309,,,,,-0.025824325159192,8.668519973754883,0.6103044748306274,,,2.721548557281494,,,1.2166136932373046,,,,,-0.0051752154627639,1.2365934342018376,0.1925250709244881,,,0.6925059942192097,,
